# Разрез Search Console по query, окно 2026-06-21..2026-09-18. Показов в разрезе 3803 из 19866 в итоге (19%). Разрыв — анонимизация Google: редкие запросы он не отдаёт вовсе. До 18.09.2026 здесь стояло, что это «не потеря данных, а её предел», и это было неправдой: разрез обрезал НАШ собственный лимит в 250 строк, а внутри нулевого блока строки идут по алфавиту — терялся весь словарь сайта после первых букв. Лимит снят; если доля всё ещё мала, теперь это действительно предел источника
# Снято ботом 2026-09-19. Правки руками будут стёрты следующим прогоном.
site,query,impressions,clicks,ctr,position
gspaytables,gs pay denver,2,0,0.0,16.5
gspaytables,gs pay grade,2,0,0.0,42.5
gspaytables,gs pay hawaii,1,0,0.0,22.0
gspaytables,gs pay hawaii 2026,1,0,0.0,11.0
gspaytables,gs pay map,3,0,0.0,21.3
gspaytables,gs pay nyc,1,0,0.0,20.0
gspaytables,gs pay raise,1,0,0.0,13.0
gspaytables,gs pay rate,1,0,0.0,36.0
gspaytables,gs pay rates,4,0,0.0,31.2
gspaytables,gs pay scale,19,0,0.0,34.8
gspaytables,gs pay scale 12,1,0,0.0,34.0
gspaytables,gs pay scale 13,2,0,0.0,35.5
gspaytables,gs pay scale 2023 dc,1,0,0.0,49.0
gspaytables,gs pay scale 2023 washington dc,1,0,0.0,43.0
gspaytables,gs pay scale 2024,6,0,0.0,43.0
gspaytables,gs pay scale 2024 dc,1,0,0.0,29.0
gspaytables,gs pay scale 2024 with locality,2,0,0.0,31.0
gspaytables,gs pay scale 2025,6,0,0.0,49.7
gspaytables,gs pay scale 2025 atlanta,1,0,0.0,38.0
gspaytables,gs pay scale 2025 cleveland,1,0,0.0,44.0
gspaytables,gs pay scale 2025 dc,4,0,0.0,54.5
gspaytables,gs pay scale 2025 hawaii,3,0,0.0,36.7
gspaytables,gs pay scale 2025 houston,1,0,0.0,40.0
gspaytables,gs pay scale 2025 nyc,2,0,0.0,38.0
gspaytables,gs pay scale 2025 philadelphia,1,0,0.0,31.0
gspaytables,gs pay scale 2025 san antonio,1,0,0.0,26.0
gspaytables,gs pay scale 2025 san diego,3,0,0.0,53.7
gspaytables,gs pay scale 2025 seattle,2,0,0.0,35.0
gspaytables,gs pay scale 2025 washington dc,1,0,0.0,46.0
gspaytables,gs pay scale 2026,14,0,0.0,30.8
gspaytables,gs pay scale 2026 alaska,1,0,0.0,7.0
gspaytables,gs pay scale 2026 albany ny,3,0,0.0,9.7
gspaytables,gs pay scale 2026 arizona,2,0,0.0,11.0
gspaytables,gs pay scale 2026 atlanta,3,0,0.0,39.0
gspaytables,gs pay scale 2026 charleston sc,2,0,0.0,10.0
gspaytables,gs pay scale 2026 cleveland,1,0,0.0,11.0
gspaytables,gs pay scale 2026 colorado springs,1,0,0.0,11.0
gspaytables,gs pay scale 2026 columbia sc,3,0,0.0,7.7
gspaytables,gs pay scale 2026 dallas,2,0,0.0,41.5
gspaytables,gs pay scale 2026 dc,10,0,0.0,14.4
gspaytables,gs pay scale 2026 dc with locality pay,2,0,0.0,55.0
gspaytables,gs pay scale 2026 denver,1,0,0.0,10.0
gspaytables,gs pay scale 2026 harrisburg pa,1,0,0.0,11.0
gspaytables,gs pay scale 2026 hawaii,7,0,0.0,15.1
gspaytables,gs pay scale 2026 houston,1,0,0.0,27.0
gspaytables,gs pay scale 2026 huntsville al,1,0,0.0,11.0
gspaytables,gs pay scale 2026 indianapolis,11,0,0.0,10.2
gspaytables,gs pay scale 2026 kansas city,2,0,0.0,22.0
gspaytables,gs pay scale 2026 laredo tx,1,0,0.0,11.0
gspaytables,gs pay scale 2026 los angeles,5,0,0.0,48.2
gspaytables,gs pay scale 2026 louisville ky,4,0,0.0,7.8
gspaytables,gs pay scale 2026 milwaukee,1,0,0.0,11.0
gspaytables,gs pay scale 2026 norfolk va,2,0,0.0,13.0
gspaytables,gs pay scale 2026 nyc,3,0,0.0,46.7
gspaytables,gs pay scale 2026 palm bay,4,0,0.0,10.8
gspaytables,gs pay scale 2026 philadelphia,1,0,0.0,22.0
gspaytables,gs pay scale 2026 richmond va,5,0,0.0,9.8
gspaytables,gs pay scale 2026 sacramento,1,0,0.0,28.0
gspaytables,gs pay scale 2026 san antonio,1,0,0.0,10.0
gspaytables,gs pay scale 2026 san diego,5,0,0.0,45.8
gspaytables,gs pay scale 2026 seattle,2,0,0.0,24.0
gspaytables,gs pay scale 2026 south carolina,7,0,0.0,6.1
gspaytables,gs pay scale 2026 titusville fl,2,0,0.0,11.0
gspaytables,gs pay scale 2026 virginia beach,33,0,0.0,11.3
gspaytables,gs pay scale 2026 with locality,2,0,0.0,44.0
gspaytables,gs pay scale 2026 with locality calculator,2,0,0.0,11.5
gspaytables,gs pay scale 2026 without locality,1,0,0.0,38.0
gspaytables,gs pay scale 2027,2,0,0.0,42.5
gspaytables,gs pay scale alaska,3,0,0.0,25.3
gspaytables,gs pay scale albuquerque 2026,3,0,0.0,16.7
gspaytables,gs pay scale atlanta,4,0,0.0,25.2
gspaytables,gs pay scale atlanta 2025,1,0,0.0,53.0
gspaytables,gs pay scale atlanta 2026,1,0,0.0,47.0
gspaytables,gs pay scale boston,3,0,0.0,21.7
gspaytables,gs pay scale buffalo ny 2026,3,0,0.0,10.0
gspaytables,gs pay scale calculator,4,0,0.0,46.2
gspaytables,gs pay scale chicago,1,0,0.0,24.0
gspaytables,gs pay scale cleveland ohio,1,0,0.0,10.0
gspaytables,gs pay scale colorado springs,2,0,0.0,15.5
gspaytables,gs pay scale dallas,1,0,0.0,26.0
gspaytables,gs pay scale dayton,1,0,0.0,19.0
gspaytables,gs pay scale dc,4,0,0.0,43.0
gspaytables,gs pay scale dc 2022,1,0,0.0,44.0
gspaytables,gs pay scale dc 2024,1,0,0.0,51.0
gspaytables,gs pay scale dc 2025,1,0,0.0,48.0
gspaytables,gs pay scale denver,4,0,0.0,27.5
gspaytables,gs pay scale denver 2026,2,0,0.0,37.0
gspaytables,gs pay scale detroit,3,0,0.0,24.3
gspaytables,gs pay scale explained,2,0,0.0,67.5
gspaytables,gs pay scale florida,2,0,0.0,16.0
gspaytables,gs pay scale for 2026,1,0,0.0,44.0
gspaytables,gs pay scale fresno,1,0,0.0,9.0
gspaytables,gs pay scale government,1,0,0.0,39.0
gspaytables,gs pay scale harrisburg pa 2026,1,0,0.0,37.0
gspaytables,gs pay scale hawaii,5,0,0.0,15.2
gspaytables,gs pay scale hawaii 2026,1,0,0.0,11.0
gspaytables,gs pay scale huntsville al,2,0,0.0,26.0
gspaytables,gs pay scale huntsville al 2026,2,0,0.0,40.5
gspaytables,gs pay scale in washington dc,3,0,0.0,52.3
gspaytables,gs pay scale indianapolis 2026,4,0,0.0,10.0
gspaytables,gs pay scale kansas city,1,0,0.0,25.0
gspaytables,gs pay scale las vegas,1,0,0.0,49.0
gspaytables,gs pay scale locality pay,3,0,0.0,35.0
gspaytables,gs pay scale los angeles,3,0,0.0,28.7
gspaytables,gs pay scale maryland,1,0,0.0,33.0
gspaytables,gs pay scale miami,1,0,0.0,27.0
gspaytables,gs pay scale miami 2026,1,0,0.0,45.0
gspaytables,gs pay scale michigan,1,0,0.0,8.0
gspaytables,gs pay scale new york,1,0,0.0,25.0
gspaytables,gs pay scale nj,1,0,0.0,26.0
gspaytables,gs pay scale norfolk va,1,0,0.0,18.0
gspaytables,gs pay scale ny,1,0,0.0,25.0
gspaytables,gs pay scale nyc,1,0,0.0,29.0
gspaytables,gs pay scale nyc 2025,4,0,0.0,47.5
gspaytables,gs pay scale nyc 2026,4,0,0.0,28.5
gspaytables,gs pay scale oklahoma,4,0,0.0,5.0
gspaytables,gs pay scale oklahoma 2026,4,0,0.0,5.0
gspaytables,gs pay scale omaha,1,0,0.0,25.0
gspaytables,gs pay scale opm,1,0,0.0,36.0
gspaytables,gs pay scale oregon,4,0,0.0,7.5
gspaytables,gs pay scale palm bay 2026,3,0,0.0,11.0
gspaytables,gs pay scale per hour,1,0,0.0,39.0
gspaytables,gs pay scale philadelphia,1,0,0.0,23.0
gspaytables,gs pay scale philadelphia 2026,1,0,0.0,32.0
gspaytables,gs pay scale phoenix 2026,2,0,0.0,43.0
gspaytables,gs pay scale portland,3,0,0.0,22.0
gspaytables,gs pay scale raleigh,6,0,0.0,9.5
gspaytables,gs pay scale raleigh 2026,3,0,0.0,10.7
gspaytables,gs pay scale raleigh nc,2,0,0.0,9.5
gspaytables,gs pay scale rest of us,2,0,0.0,45.0
gspaytables,gs pay scale richmond,3,0,0.0,9.7
gspaytables,gs pay scale richmond 2026,1,0,0.0,9.0
gspaytables,gs pay scale richmond va,8,0,0.0,10.2
gspaytables,gs pay scale san antonio,1,0,0.0,19.0
gspaytables,gs pay scale san antonio 2026,1,0,0.0,17.0
gspaytables,gs pay scale san diego,4,0,0.0,24.0
gspaytables,gs pay scale seattle 2026,2,0,0.0,43.0
gspaytables,gs pay scale seattle hourly 2026,1,0,0.0,11.0
gspaytables,gs pay scale south carolina,1,0,0.0,9.0
gspaytables,gs pay scale step,1,0,0.0,51.0
gspaytables,gs pay scale step increase timeline,2,0,0.0,67.5
gspaytables,gs pay scale table,1,0,0.0,55.0
gspaytables,gs pay scale tampa fl,1,0,0.0,32.0
gspaytables,gs pay scale texas,2,0,0.0,39.5
gspaytables,gs pay scale titusville,6,0,0.0,10.3
gspaytables,gs pay scale titusville 2026,3,0,0.0,10.0
gspaytables,gs pay scale virginia,2,0,0.0,30.5
gspaytables,gs pay scale virginia beach,2,0,0.0,29.0
gspaytables,gs pay scale washington state,1,0,0.0,38.0
gspaytables,gs pay scales 2025,1,0,0.0,31.0
gspaytables,gs pay schedule,6,0,0.0,17.8
gspaytables,gs pay schedule washington dc,2,0,0.0,30.5
gspaytables,gs pay schedules,1,0,0.0,24.0
gspaytables,gs pay seattle,2,0,0.0,10.0
gspaytables,gs pay system,1,0,0.0,50.0
gspaytables,gs pay table,4,0,0.0,32.5
gspaytables,gs pay table dc,1,0,0.0,8.0
gspaytables,gs pay table washington dc,44,0,0.0,32.1
gspaytables,gs pay tables,4,0,0.0,23.8
gspaytables,gs pay tables 2025,1,0,0.0,29.0
gspaytables,gs pay tables 2026,2,0,0.0,6.5
gspaytables,gs payscale 2024,2,0,0.0,41.0
gspaytables,gs payscale 2026,1,0,0.0,40.0
gspaytables,gs payscale 2026 dc,2,0,0.0,61.0
gspaytables,gs payscale 2026 san diego,1,0,0.0,46.0
gspaytables,gs payscale 2026 seattle,1,0,0.0,38.0
gspaytables,gs payscale atlanta,1,0,0.0,27.0
gspaytables,gs payscale boston,3,0,0.0,20.7
gspaytables,gs payscale boston 2026,1,0,0.0,23.0
gspaytables,gs payscale chicago,3,0,0.0,28.0
gspaytables,gs payscale colorado springs,3,0,0.0,22.0
gspaytables,gs payscale dallas,1,0,0.0,32.0
gspaytables,gs payscale dayton ohio,2,0,0.0,18.5
gspaytables,gs payscale dc 2026,2,0,0.0,37.5
gspaytables,gs payscale denver,1,0,0.0,19.0
gspaytables,gs payscale hawaii,1,0,0.0,15.0
gspaytables,gs payscale hawaii 2026,2,0,0.0,10.5
gspaytables,gs payscale houston,1,0,0.0,15.0
gspaytables,gs payscale huntsville al,2,0,0.0,13.0
gspaytables,gs payscale los angeles,4,0,0.0,24.8
gspaytables,gs payscale oklahoma,1,0,0.0,8.0
gspaytables,gs payscale palm bay,1,0,0.0,11.0
gspaytables,gs payscale philadelphia,1,0,0.0,16.0
gspaytables,gs payscale philadelphia 2026,1,0,0.0,22.0
gspaytables,gs payscale rest of us,2,0,0.0,27.0
gspaytables,gs payscale richmond va,3,0,0.0,10.0
gspaytables,gs payscale seattle,6,0,0.0,12.2
gspaytables,gs payscale seattle 2026,2,0,0.0,11.0
gspaytables,gs payscale with locality,1,0,0.0,42.0
gspaytables,gs paytable,1,0,0.0,40.0
gspaytables,gs paytables,1,0,0.0,95.0
gspaytables,gs philadelphia,3,0,0.0,10.3
gspaytables,gs promotion,2,0,0.0,19.0
gspaytables,gs promotion step rule,1,0,0.0,9.0
gspaytables,gs promotion timeline,1,0,0.0,41.0
gspaytables,gs rest of us,1,0,0.0,4.0
gspaytables,gs salaries,2,0,0.0,29.5
gspaytables,gs salary,1,0,0.0,33.0
gspaytables,gs salary calculator,31,0,0.0,35.7
gspaytables,gs salary chart,1,0,0.0,23.0
gspaytables,gs salary dc,4,0,0.0,31.8
gspaytables,gs salary pay scale,2,0,0.0,30.0
gspaytables,gs salary rates,8,0,0.0,36.2
gspaytables,gs salary scale,2,0,0.0,19.5
gspaytables,gs salary scale washington dc,1,0,0.0,29.0
gspaytables,gs salary table,11,0,0.0,34.4
gspaytables,gs salary tables,2,0,0.0,40.0
gspaytables,gs scale,8,0,0.0,37.8
gspaytables,gs scale 2025,1,0,0.0,35.0
gspaytables,gs scale 2026 dc,4,0,0.0,54.2
gspaytables,gs scale atlanta 2026,1,0,0.0,10.0
gspaytables,gs scale boston,3,0,0.0,25.7
gspaytables,gs scale buffalo,9,0,0.0,8.9
gspaytables,gs scale chicago,1,0,0.0,24.0
gspaytables,gs scale cleveland,2,0,0.0,11.0
gspaytables,gs scale dallas,6,0,0.0,9.8
gspaytables,gs scale dc 2024,1,0,0.0,55.0
gspaytables,gs scale dc 2025,2,0,0.0,62.5
gspaytables,gs scale dc 2026,1,0,0.0,60.0
gspaytables,gs scale florida,1,0,0.0,8.0
gspaytables,gs scale houston,1,0,0.0,16.0
gspaytables,gs scale huntsville,1,0,0.0,9.0
gspaytables,gs scale huntsville al,3,0,0.0,16.0
gspaytables,gs scale indianapolis,1,0,0.0,22.0
gspaytables,gs scale los angeles,4,0,0.0,28.8
gspaytables,gs scale maryland,1,0,0.0,10.0
gspaytables,gs scale new york,1,0,0.0,20.0
gspaytables,gs scale norfolk,4,0,0.0,9.2
gspaytables,gs scale nyc 2026,1,0,0.0,35.0
gspaytables,gs scale palm bay,7,0,0.0,10.4
gspaytables,gs scale pay,1,0,0.0,35.0
gspaytables,gs scale pittsburgh,2,0,0.0,10.5
gspaytables,gs scale portland,1,0,0.0,11.0
gspaytables,gs scale richmond va,4,0,0.0,8.8
gspaytables,gs scale salary,3,0,0.0,38.0
gspaytables,gs scale titusville,4,0,0.0,10.2
gspaytables,gs scale virginia,1,0,0.0,11.0
gspaytables,gs scale virginia beach,2,0,0.0,11.0
gspaytables,gs scale washington dc,1,0,0.0,38.0
gspaytables,gs schedule dc,2,0,0.0,32.5
gspaytables,gs schedule hawaii,1,0,0.0,10.0
gspaytables,gs schedule pay,1,0,0.0,32.0
gspaytables,gs schedule pay scale,5,0,0.0,21.2
gspaytables,gs schedule washington dc,1,0,0.0,24.0
gspaytables,gs seattle,1,0,0.0,22.0
gspaytables,gs seattle pay scale,1,0,0.0,10.0
gspaytables,gs step increase timeline,1,0,0.0,55.0
gspaytables,gs step increases,1,0,0.0,58.0
gspaytables,gs step increases timeline,1,0,0.0,53.0
gspaytables,gs step promotions,1,0,0.0,62.0
gspaytables,gs table,2,0,0.0,18.0
gspaytables,gs tables,2,0,0.0,26.0
gspaytables,gs texas,1,0,0.0,15.0
gspaytables,gs vs nh pay scale,1,0,0.0,41.0
gspaytables,gs wa,2,0,0.0,20.5
gspaytables,gs wage,3,0,0.0,24.3
gspaytables,gs wage calculator,1,0,0.0,35.0
gspaytables,gs wage rates,2,0,0.0,37.5
gspaytables,gs wage scale,1,0,0.0,27.0
gspaytables,gs wage schedule,2,0,0.0,28.0
gspaytables,gs wage table,6,0,0.0,32.5
gspaytables,gs washington dc pay scale,1,0,0.0,40.0
gspaytables,gs-04 pay,1,0,0.0,19.0
gspaytables,gs-05,2,0,0.0,36.5
gspaytables,gs-05 pay scale,1,0,0.0,30.0
gspaytables,gs-06 pay,1,0,0.0,19.0
gspaytables,gs-07 pay,3,0,0.0,25.7
gspaytables,gs-08,11,0,0.0,10.6
gspaytables,gs-09,2,0,0.0,25.5
gspaytables,gs-09 pay scale,1,0,0.0,11.0
gspaytables,gs-10,3,0,0.0,12.3
gspaytables,gs-10 pay,3,0,0.0,9.3
gspaytables,gs-10 pay scale,3,0,0.0,11.0
gspaytables,gs-11,8,0,0.0,26.0
gspaytables,gs-11 equivalent,1,0,0.0,42.0
gspaytables,gs-11 pay,5,0,0.0,12.6
gspaytables,gs-11 pay scale,9,0,0.0,19.4
gspaytables,gs-11 pay scale 2026,2,0,0.0,23.0
gspaytables,gs-11 salary,3,0,0.0,14.7
gspaytables,gs-11 salary dc,2,0,0.0,43.5
gspaytables,gs-12,3,0,0.0,24.7
gspaytables,gs-12 pay,3,0,0.0,33.0
gspaytables,gs-12 pay scale,2,0,0.0,9.5
gspaytables,gs-12 pay scale 2026,1,0,0.0,7.0
gspaytables,gs-12 pay scale 2026 hawaii,1,0,0.0,10.0
gspaytables,gs-12 payscale,1,0,0.0,27.0
gspaytables,gs-12 salary,2,0,0.0,26.5
gspaytables,gs-12 step 1,1,0,0.0,21.0
gspaytables,gs-12 step 3,1,0,0.0,22.0
gspaytables,gs-13,10,0,0.0,24.0
gspaytables,gs-13 dc,1,0,0.0,31.0
gspaytables,gs-13 level,1,0,0.0,50.0
gspaytables,gs-13 pay,1,0,0.0,27.0
gspaytables,gs-13 pay dc,1,0,0.0,27.0
gspaytables,gs-13 pay scale 2026,1,0,0.0,9.0
gspaytables,gs-13 pay scale dc,1,0,0.0,28.0
gspaytables,gs-13 salary,4,0,0.0,13.8
gspaytables,gs-13 salary dc,1,0,0.0,29.0
gspaytables,gs-13 step 4,1,0,0.0,51.0
gspaytables,gs-14,12,0,0.0,31.9
gspaytables,gs-14 dc,1,0,0.0,25.0
gspaytables,gs-14 pay,3,0,0.0,14.0
gspaytables,gs-14 pay scale,5,0,0.0,17.6
gspaytables,gs-14 pay scale 2026,4,0,0.0,8.2
gspaytables,gs-14 pay scale dc,1,0,0.0,27.0
gspaytables,gs-14 salary,9,0,0.0,13.3
gspaytables,gs-15,3,0,0.0,24.3
gspaytables,gs-15 dc,1,0,0.0,43.0
gspaytables,gs-15 pay,1,0,0.0,7.0
gspaytables,gs-15 pay scale,3,0,0.0,17.3
gspaytables,gs-15 pay scale 2026,8,0,0.0,10.1
gspaytables,gs-15 salary,2,0,0.0,20.0
gspaytables,gs-15 salary range,1,0,0.0,11.0
gspaytables,gs-16 pay scale 2026,1,0,0.0,11.0
gspaytables,gs-3,1,0,0.0,28.0
gspaytables,gs-4,1,0,0.0,68.0
gspaytables,gs-4 pay,6,0,0.0,12.2
gspaytables,gs-4 pay scale,1,0,0.0,28.0
gspaytables,gs-4 salary,2,0,0.0,14.5
gspaytables,gs-5,2,0,0.0,24.0
gspaytables,gs-5 pay,4,0,0.0,6.0
gspaytables,gs-5 pay scale,2,0,0.0,10.5
gspaytables,gs-5 pay scale 2026,1,0,0.0,6.0
gspaytables,gs-5 salary,1,0,0.0,19.0
gspaytables,gs-6,9,0,0.0,16.7
gspaytables,gs-6 pay,3,0,0.0,11.7
gspaytables,gs-7,3,0,0.0,25.0
gspaytables,gs-7 pay,5,0,0.0,12.4
gspaytables,gs-7 pay scale,1,0,0.0,25.0
gspaytables,gs-7 payscale,1,0,0.0,33.0
gspaytables,gs-8,4,0,0.0,18.2
gspaytables,gs-8 pay,3,0,0.0,9.7
gspaytables,gs-8 salary,1,0,0.0,7.0
gspaytables,gs-9,1,0,0.0,27.0
gspaytables,gs04 pay,2,0,0.0,26.0
gspaytables,gs07 salary,1,0,0.0,33.0
gspaytables,gs1 pay,6,0,0.0,19.5
gspaytables,gs10 pay,22,0,0.0,8.9
gspaytables,gs10 pay scale,1,0,0.0,11.0
gspaytables,gs10 salary,1,0,0.0,8.0
gspaytables,gs11,4,0,0.0,29.5
gspaytables,gs11 dc pay scale,1,0,0.0,51.0
gspaytables,gs11 pay,64,0,0.0,10.9
gspaytables,gs11 pay scale,2,0,0.0,10.5
gspaytables,gs11 pay scale dc,1,0,0.0,51.0
gspaytables,gs11 pay scale hawaii,7,0,0.0,9.1
gspaytables,gs11 payscale,2,0,0.0,23.0
gspaytables,gs11 salary,3,0,0.0,10.3
gspaytables,gs11 san antonio,2,0,0.0,17.0
gspaytables,gs11 step 1 pay,1,0,0.0,11.0
gspaytables,gs11 step 10,1,0,0.0,6.0
gspaytables,gs12,10,0,0.0,6.7
gspaytables,gs12 base pay,1,0,0.0,29.0
gspaytables,gs12 dc,1,0,0.0,40.0
gspaytables,gs12 dc pay,1,0,0.0,17.0
gspaytables,gs12 pay,4,0,0.0,33.8
gspaytables,gs12 pay chart,2,0,0.0,31.0
gspaytables,gs12 pay hawaii,2,0,0.0,10.0
gspaytables,gs12 pay scale,9,0,0.0,11.2
gspaytables,gs12 pay scale 2026,1,0,0.0,10.0
gspaytables,gs12 philadelphia,1,0,0.0,11.0
gspaytables,gs12 salary,4,0,0.0,14.2
gspaytables,gs12 san diego,1,0,0.0,8.0
gspaytables,gs12 san diego pay,1,0,0.0,11.0
gspaytables,gs12 seattle,4,0,0.0,10.5
gspaytables,gs12 step 2 pay,1,0,0.0,11.0
gspaytables,gs12 step 6,2,0,0.0,25.5
gspaytables,gs12 washington dc,4,0,0.0,32.8
gspaytables,gs13,5,0,0.0,12.8
gspaytables,gs13 chicago,1,0,0.0,9.0
gspaytables,gs13 pay dc,1,0,0.0,26.0
gspaytables,gs13 pay scale,2,0,0.0,11.0
gspaytables,gs13 pay scale hawaii,1,0,0.0,10.0
gspaytables,gs13 salary,2,0,0.0,26.0
gspaytables,gs13 san antonio,1,0,0.0,11.0
gspaytables,gs13 step 5,1,0,0.0,10.0
gspaytables,gs14,2,0,0.0,38.0
gspaytables,gs14 dc,1,0,0.0,24.0
gspaytables,gs14 dc pay,1,0,0.0,32.0
gspaytables,gs14 pay,3,0,0.0,24.3
gspaytables,gs14 pay scale,13,0,0.0,13.1
gspaytables,gs14 pay scale hawaii,2,0,0.0,10.0
gspaytables,gs14 philadelphia,1,0,0.0,10.0
gspaytables,gs14 salary,11,0,0.0,11.3
gspaytables,gs14 salary dc,4,0,0.0,40.2
gspaytables,gs14 salary washington dc,1,0,0.0,14.0
gspaytables,gs14 washington dc,2,0,0.0,23.5
gspaytables,gs15,3,0,0.0,28.3
gspaytables,gs15 dc,1,0,0.0,43.0
gspaytables,gs15 dc pay,2,0,0.0,10.0
gspaytables,gs15 in california bay area,1,0,0.0,11.0
gspaytables,gs15 pay,3,0,0.0,11.0
gspaytables,gs15 pay scale,3,0,0.0,21.3
gspaytables,gs15 pay scale 2026,2,0,0.0,6.5
gspaytables,gs15 pay scale washington dc,2,0,0.0,10.5
gspaytables,gs15 salary,1,0,0.0,27.0
gspaytables,gs15 salary range,1,0,0.0,7.0
gspaytables,gs3 pay,9,0,0.0,12.0
gspaytables,gs3 pay scale,2,0,0.0,35.5
gspaytables,gs3 salary,8,0,0.0,8.8
gspaytables,gs4 pay,6,0,0.0,11.8
gspaytables,gs4 pay scale,2,0,0.0,13.5
gspaytables,gs4 pay scale 2025,1,0,0.0,28.0
gspaytables,gs4 pay scale 2026,3,0,0.0,6.7
gspaytables,gs4 salary,1,0,0.0,26.0
gspaytables,gs5 pay,10,0,0.0,13.1
gspaytables,gs5 pay grade,2,0,0.0,10.0
gspaytables,gs5 pay rate,1,0,0.0,7.0
gspaytables,gs5 salary,2,0,0.0,26.0
gspaytables,gs5 step 1 pay,1,0,0.0,29.0
gspaytables,gs6 pay,3,0,0.0,15.3
gspaytables,gs6 salary,4,0,0.0,12.5
gspaytables,gs7,1,0,0.0,27.0
gspaytables,gs7 pay,1,0,0.0,19.0
gspaytables,gs7 pay scale,1,0,0.0,31.0
gspaytables,gs7 pay scale 2025,1,0,0.0,27.0
gspaytables,gs7 pay scale 2025 dc,1,0,0.0,33.0
gspaytables,gs7 pay scale 2026,1,0,0.0,10.0
gspaytables,gs7 payscale,1,0,0.0,22.0
gspaytables,gs7 salary range,1,0,0.0,10.0
gspaytables,gs7 washington dc,1,0,0.0,27.0
gspaytables,gs8 pay,4,0,0.0,11.2
gspaytables,gs8 pay scale,1,0,0.0,5.0
gspaytables,gs8 salary,5,0,0.0,6.6
gspaytables,gs9,2,0,0.0,64.0
gspaytables,gs9 pay,7,0,0.0,10.6
gspaytables,gs9 pay scale 2026,1,0,0.0,11.0
gspaytables,gs9 pay scale 2026 hawaii,10,0,0.0,10.7
gspaytables,gs9 salary,1,0,0.0,7.0
gspaytables,gsa grades,1,0,0.0,26.0
gspaytables,gsa pay rate,2,0,0.0,32.5
gspaytables,gsa pay scale,2,0,0.0,28.0
gspaytables,gsa pay scale dc,1,0,0.0,52.0
gspaytables,gsa pay tables,1,0,0.0,27.0
gspaytables,gsa payscale,1,0,0.0,37.0
gspaytables,gsa salary,1,0,0.0,31.0
gspaytables,gsa table,1,0,0.0,20.0
gspaytables,gsa wage scale,1,0,0.0,28.0
gspaytables,gsa wages,3,0,0.0,38.3
gspaytables,gsdpay,1,0,0.0,70.0
gspaytables,gspayscale,1,0,0.0,35.0
gspaytables,harrisburg gs pay scale 2026,2,0,0.0,9.5
gspaytables,harrisonburg · va,1,0,0.0,2.0
gspaytables,hawaii gs pay scale,2,0,0.0,25.5
gspaytables,hawaii gs pay scale 2025,1,0,0.0,50.0
gspaytables,hawaii gs pay scale 2026,4,0,0.0,9.2
gspaytables,hawaii locality pay,1,0,0.0,8.0
gspaytables,hawaii locality pay 2026,2,0,0.0,9.5
gspaytables,hawaii pay scale,1,0,0.0,36.0
gspaytables,hawaii salary schedule,2,0,0.0,26.0
gspaytables,hawaii state pay scale,1,0,0.0,41.0
gspaytables,hawaii state salaries,1,0,0.0,35.0
gspaytables,hawaii state salary,1,0,0.0,49.0
gspaytables,hawaii state salary schedule,1,0,0.0,24.0
gspaytables,hgea pay scale,2,0,0.0,19.0
gspaytables,houston gs pay scale,1,0,0.0,17.0
gspaytables,houston gs pay scale 2026,3,0,0.0,40.3
gspaytables,how does gs scale work,1,0,0.0,67.0
gspaytables,how does locality pay work,2,0,0.0,40.5
gspaytables,how many gs 14 in federal government,1,0,0.0,45.0
gspaytables,how many gs are in virginia,7,0,0.0,4.0
gspaytables,how many gs in virginia,5,0,0.0,4.0
gspaytables,how much does a gs 11 make,1,0,0.0,28.0
gspaytables,how much does a gs 11 make a year,1,0,0.0,39.0
gspaytables,how much does a gs 12 make,1,0,0.0,29.0
gspaytables,how much does a gs 13 make in dc,1,0,0.0,38.0
gspaytables,how much does a gs 14 make,1,0,0.0,32.0
gspaytables,how much does a gs 14 make a year,1,0,0.0,38.0
gspaytables,how much does a gs 14 make in dc,1,0,0.0,32.0
gspaytables,how much does a gs 15 make,1,0,0.0,29.0
gspaytables,how much does a gs 15 make in dc,1,0,0.0,9.0
gspaytables,how much does a gs 3 make,1,0,0.0,11.0
gspaytables,how much does a gs 4 make,1,0,0.0,32.0
gspaytables,how much does a gs 7 make,1,0,0.0,30.0
gspaytables,how much does a gs 9 make,1,0,0.0,28.0
gspaytables,how much does a gs-11 make,2,0,0.0,30.0
gspaytables,how much does a gs-12 make,1,0,0.0,27.0
gspaytables,how much does a gs-14 make,1,0,0.0,32.0
gspaytables,how much does a gs-15 make,1,0,0.0,30.0
gspaytables,how much does a gs-7 make,1,0,0.0,29.0
gspaytables,how much does a gs-9 make,1,0,0.0,27.0
gspaytables,how much does a gs10 make,2,0,0.0,9.0
gspaytables,how much does a gs12 make,1,0,0.0,34.0
gspaytables,how much does a gs13 make,1,0,0.0,27.0
gspaytables,how much does a gs14 make,1,0,0.0,38.0
gspaytables,how much does a gs15 make,1,0,0.0,30.0
gspaytables,how much does a gs4 make,1,0,0.0,8.0
gspaytables,how much does a gs5 make,1,0,0.0,28.0
gspaytables,how much does a gs6 make,6,0,0.0,15.5
gspaytables,how much does a gs7 make,3,0,0.0,30.0
gspaytables,how much does a gs9 make,1,0,0.0,33.0
